,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,1999-10-27,50.0,53.5,50.0,53.5,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-17.5,0.0,,0.0
1,1999-10-28,49.45,53.0,49.45,53.0,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-17.75,-100.0,-inf,-100.0
2,1999-10-29,50.3,53.05,50.3,53.05,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-13.75,1600.0,-17.0,1500.0
3,1999-11-01,48.975,52.525,48.975,52.525,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-17.75,-1600.0,-2.0,-100.0
4,1999-11-02,49.7,52.575,49.7,52.575,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-14.375,1350.0,-1.84375,1250.0
5,1999-11-03,49.175,52.65,49.175,52.65,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-17.375,-1200.0,-1.8888888888888888,50.0
6,1999-11-04,49.45,52.7,49.45,52.7,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-16.25,450.0,-1.375,500.0
7,1999-11-05,50.325,52.8,50.325,52.8,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-12.375,1550.0,2.4444444444444446,2050.0
8,1999-11-08,51.6,52.65,51.6,52.65,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-5.25,2850.0,0.8387096774193548,4900.0
9,1999-11-09,52.175,52.7,52.175,52.7,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-2.625,1050.0,-0.631578947368421,5950.0
10,1999-11-10,52.6,52.75,52.6,52.75,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-0.75,750.0,-0.2857142857142857,6700.0
11,1999-11-11,52.575,52.8,52.575,52.8,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",-1.125,-150.0,-1.2,6550.0
12,1999-11-12,54.325,53.0,54.325,53.0,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",6.625,3100.0,-21.666666666666668,9650.0
13,1999-11-15,54.3,53.2,54.3,53.2,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",5.5,-450.0,-1.1451612903225807,9200.0
14,1999-11-16,54.6,53.0,54.6,53.0,5,5,0,0,False,"{'long_future': 'LHG00', 'short_future': 'LHG01', 'event': 'base', 'missing_price_flag': False}",8.0,1000.0,-3.2222222222222223,10200.0
