,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,1999-10-29,210.25,245.0,210.25,245.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-173.75,0.0,,0.0
1,1999-11-01,209.25,245.0,209.25,245.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-178.75,-250.0,-inf,-250.0
2,1999-11-02,209.75,245.0,209.75,245.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-176.25,125.0,-1.5,-125.0
3,1999-11-03,212.0,245.5,212.0,245.5,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-167.5,437.5,2.5,312.5
4,1999-11-04,212.0,245.5,212.0,245.5,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-167.5,0.0,-1.0,312.5
5,1999-11-05,211.5,245.0,211.5,245.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-167.5,0.0,,312.5
6,1999-11-08,212.75,245.75,212.75,245.75,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-165.0,125.0,inf,437.5
7,1999-11-09,212.0,246.0,212.0,246.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-170.0,-250.0,-3.0,187.5
8,1999-11-10,207.25,242.25,207.25,242.25,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-175.0,-250.0,0.0,-62.5
9,1999-11-11,206.75,241.75,206.75,241.75,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-175.0,0.0,-1.0,-62.5
10,1999-11-12,205.5,240.5,205.5,240.5,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-175.0,0.0,,-62.5
11,1999-11-15,206.5,241.5,206.5,241.5,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-175.0,0.0,,-62.5
12,1999-11-16,207.25,242.5,207.25,242.5,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-176.25,-62.5,-inf,-125.0
13,1999-11-17,205.25,241.5,205.25,241.5,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-181.25,-250.0,3.0,-375.0
14,1999-11-18,203.5,241.0,203.5,241.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-187.5,-312.5,0.25,-687.5
15,1999-11-19,203.5,240.75,203.5,240.75,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-186.25,62.5,-1.2,-625.0
16,1999-11-22,205.25,243.0,205.25,243.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-188.75,-125.0,-3.0,-750.0
17,1999-11-23,205.75,243.25,205.75,243.25,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-187.5,62.5,-1.5,-687.5
18,1999-11-24,205.0,243.0,205.0,243.0,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': False}",-190.0,-125.0,-3.0,-812.5
19,1999-11-25,,,,,5,5,0,0,False,"{'long_future': 'C H00', 'short_future': 'C H01', 'event': 'base', 'missing_price_flag': True}",-190.0,0.0,-1.0,-812.5
